-0.614917,2.73243,-2.71502,-3.13746,2.66937,0.156441,0.0744764,-0.0143053,-0.165751,-0.493958,-1.28278,-2.36337,3.10626,2.57484,2.24785,2.348,2.73689,2.19541,1.36155,0.499953,-0.347873,-1.09557,-1.72369,1.1396,0.397003,-0.269845,-1.06638,-1.88208,-2.45041,-2.80729,-3.11042,2.84324,2.45772,1.65318,0.668091,0.392113,0.248266,-0.0450904,-0.444151,-0.663467,-0.716727,-0.685844,-1.49617,-2.65798,-2.68697,-2.55761,-2.25267,-1.85272,-1.59278,-1.41426,-0.877923,-0.0734875,0.447726,1.61628,1.70339,0.98546,0.620178,0.488052,0.542881,0.779577,0.840126,0.514161,-0.533086,-1.58965,-2.0707,-1.88105,-0.324753,0.130998,0.0453204,-0.220245,-0.448323,-0.34572,2.09273,2.12978,2.09283,1.95652,1.80586,1.64713,1.13917,-0.24862,-0.643147,0.438217,0.680732,0.845255,1.38578,2.17912,2.39012,-1.86056,-2.14855,-2.32953,-1.17218,-0.573299,-1.06089,-1.67612,-1.81864,-1.34572,0.775959,0.793519,1.06578,1.87581,1.27151,-0.188786,-1.9032,-2.48056,-2.81397,-3.00041,-3.136,2.58721,1.08115,0.887466,1.09558,1.85053,2.54911,2.6335,2.19583,0.786351,0.0242965,-0.491884,-1.11347,-1.37651,-1.09891,-1.08212,-1.08297,-1.07661,-1.19308,-1.19432,-0.957989,0.94277,1.68074,1.37658,0.959416,0.164446,-1.0737,-1.37051,-1.397,-1.32732,-1.32835,-3.09582,2.70376,2.48843,2.28609,2.1761,2.32805,2.75049,2.87737,2.51821,2.38186,-2.96796,-2.49061,-2.48175,-2.29763,-1.70734,-1.2961,-1.25933,-1.47923,-1.54773,-1.65347,-2.1752,-2.7668,2.94686,2.68686,2.54456,1.21019,-0.540767,-2.17027,-2.95914,3.14091,-1.5982,-0.555643,-0.754693,-1.2054,-1.63253,1.4601,0.991676,-0.0226108,-1.85079,-2.52915,-2.89762,-2.96784,-2.80725,-2.97985,2.69413,2.77751,3.09032,-2.93053,-2.53988,-2.14213,-1.72184
2.11942,1.68835,1.38731,2.25656,2.60506,0.139987,0.0664671,-0.0218025,-0.173811,-0.502065,-1.28931,-2.36972,3.09918,2.56836,2.24119,2.34063,2.74307,2.20361,1.36339,0.496194,-0.361038,-1.10858,-1.70343,0.87675,0.263292,-0.365586,-1.10978,-1.91963,-2.51389,-2.88919,3.10307,2.82964,2.52683,1.77134,0.653719,0.335266,0.164579,-0.150352,-0.503622,-0.724265,-0.831516,-0.839092,-1.67938,-2.6669,-2.69117,-2.56348,-2.26104,-1.86243,-1.60088,-1.41885,-0.8812,-0.0931266,0.420652,1.64853,1.74352,1.00745,0.625539,0.493429,0.561381,0.819596,0.904406,0.608606,-0.495249,-1.58949,-2.0752,-1.85785,-0.274876,0.136388,0.0363225,-0.232131,-0.457764,-0.348077,2.09726,2.13294,2.09723,1.96158,1.80564,1.64627,1.1381,-0.270166,-0.677734,0.404835,0.664477,0.832102,1.36203,2.18518,2.44434,-1.82665,-2.13539,-2.3171,-1.06445,-0.541341,-1.03131,-1.67136,-1.83557,-1.40854,0.809983,0.821732,1.08564,1.80719,1.21498,-0.258889,-1.8585,-2.44744,-2.78766,-2.97515,-3.11035,2.6777,1.11347,0.912575,1.13407,1.81612,2.48657,2.6068,2.19907,0.772802,0.0173832,-0.512168,-1.14572,-1.4257,-1.17867,-1.1639,-1.16168,-1.1181,-1.19192,-1.18464,-0.994232,1.18937,1.85585,1.44549,0.987214,0.174559,-1.11408,-1.3996,-1.41773,-1.40961,-1.57471,-2.93943,2.79126,2.53644,2.37676,2.28592,2.39429,2.79567,2.88841,2.51608,2.38587,-2.86313,-2.45399,-2.46387,-2.21696,-1.61205,-1.23508,-1.15824,-1.41319,-1.55301,-1.63383,-2.15638,-2.83286,2.90572,2.5875,2.39237,1.56546,-0.973665,-2.33523,-3.00822,-3.03369,-1.84545,-0.682126,-0.786002,-1.12716,-1.5267,0.209826,0.977478,0.0320047,-1.78385,-2.5767,-2.9642,-3.01253,-2.87686,3.10676,2.40152,2.59307,3.05333,-2.88859,-2.47964,-2.16007,-1.75144
0.208625,-1.84634,-1.82071,2.92157,2.67411,0.147952,0.0732862,-0.0145349,-0.166611,-0.4958,-1.28572,-2.36592,3.10536,2.57617,2.24962,2.35203,2.7531,2.21554,1.37917,0.517598,-0.349662,-1.10123,-1.65597,0.248778,0.144612,-0.457424,-1.16852,-1.94972,-2.55345,-2.93697,3.07596,2.87125,2.67432,1.94513,0.594486,0.254023,0.0189981,-0.288425,-0.595954,-0.785494,-0.844913,-0.843719,-1.75886,-2.66722,-2.68488,-2.55794,-2.25868,-1.86264,-1.59694,-1.40653,-0.8672,-0.10175,0.398355,1.68603,1.79011,1.03311,0.641326,0.507356,0.581324,0.861581,0.973734,0.712247,-0.412205,-1.54301,-2.04755,-1.77145,-0.212583,0.144095,0.0530064,-0.220394,-0.455199,-0.352973,2.11454,2.14393,2.10994,1.97583,1.8161,1.64975,1.13847,-0.28026,-0.693695,0.37036,0.657024,0.831601,1.35714,2.20329,2.52414,-1.86064,-2.16046,-2.34698,-1.11637,-0.562809,-1.03018,-1.66995,-1.85385,-1.53697,0.894522,0.855463,1.05893,1.75249,1.1609,-0.266902,-1.79293,-2.39529,-2.75845,-2.96511,-3.09564,2.69002,1.15527,0.953541,1.17822,1.79413,2.41378,2.56926,2.15829,0.766286,0.0152535,-0.542207,-1.19317,-1.44297,-1.18573,-1.1589,-1.15721,-1.10598,-1.18869,-1.19838,-1.05273,1.35344,1.85407,1.4688,1.01244,0.134299,-1.07907,-1.36078,-1.3751,-1.34091,-1.49858,-3.08097,2.75826,2.55585,2.42731,2.2733,2.33097,2.74996,2.86978,2.4718,2.34422,-2.83662,-2.43299,-2.42328,-2.14281,-1.61391,-1.30302,-1.21091,-1.37198,-1.49415,-1.58621,-2.04648,-2.81443,2.89832,2.56376,2.38992,1.01833,-0.86737,-2.21679,-2.88584,-3.06979,-1.9288,-0.612846,-0.723372,-1.02501,-1.30931,0.0255118,0.672486,-0.137231,-1.71902,-2.61124,-3.00917,-3.111,-3.06765,2.81497,2.408,2.61715,3.08529,-2.81381,-2.45549,-2.19988,-1.82713
0.214554,0.485474,0.517247,2.16538,2.57942,0.144716,0.0666334,-0.0211852,-0.173634,-0.503484,-1.29399,-2.3759,3.09639,2.56898,2.24552,2.34941,2.73567,2.19966,1.37972,0.54354,-0.327606,-1.10171,-1.63938,-0.792497,0.0868389,-0.511212,-1.22256,-1.9737,-2.54718,-2.93241,3.09417,2.95556,2.91316,2.31512,0.274676,0.10892,-0.122732,-0.45331,-0.733875,-0.853234,-0.89571,-0.891987,-1.86887,-2.67715,-2.68773,-2.56235,-2.26744,-1.87436,-1.60603,-1.40809,-0.857641,-0.111594,0.357614,1.68228,1.79355,1.03794,0.646152,0.515723,0.599412,0.885798,1.00784,0.76855,-0.37329,-1.53345,-2.01215,-1.67334,-0.173175,0.172073,0.097593,-0.193682,-0.448893,-0.346829,2.10612,2.13692,2.10713,1.98273,1.82587,1.65299,1.10292,-0.335637,-0.733976,0.355127,0.662423,0.841478,1.37112,2.18455,2.51221,-1.82366,-2.17041,-2.36013,-1.17235,-0.610937,-1.08095,-1.69904,-1.89813,-1.73998,0.97093,0.924273,1.16746,1.8337,1.1977,-0.281504,-1.80452,-2.41273,-2.76891,-2.97674,-3.14104,2.59722,1.207,0.985414,1.19747,1.76264,2.36889,2.53925,2.11305,0.721973,0.00231846,-0.534124,-1.17293,-1.41644,-1.24207,-1.26015,-1.20447,-1.10419,-1.16745,-1.15914,-1.00386,1.53954,1.92559,1.51279,1.03189,0.0990193,-1.06389,-1.34833,-1.37776,-1.36375,-1.52168,-2.89583,2.80778,2.58162,2.47531,2.33261,2.33412,2.67558,2.7923,2.35122,2.21292,-2.74827,-2.39172,-2.3892,-2.13636,-1.61867,-1.32676,-1.2552,-1.44291,-1.53184,-1.60975,-2.10896,-2.84785,2.8802,2.58381,2.34142,0.393627,-0.998479,-2.2032,-2.91515,-3.05965,-1.97556,-0.699032,-0.773184,-1.0803,-1.29278,-0.349303,0.522759,0.199061,-1.69149,-2.6993,-3.0698,2.9983,2.86789,2.61029,2.22538,2.54123,3.13525,-2.8188,-2.47338,-2.23581,-1.94452
-1.77088,-1.61337,-1.04494,-1.25963,2.63284,0.143352,0.0632115,-0.0252437,-0.177766,-0.50725,-1.29986,-2.38418,3.08945,2.56546,2.24728,2.35456,2.72161,2.18498,1.37947,0.569595,-0.287925,-1.09454,-1.6664,-1.61849,0.16944,-0.469014,-1.22502,-1.95167,-2.48102,-2.85764,-3.14016,3.02032,3.13926,-1.10315,-0.0652008,0.0075205,-0.127008,-0.437147,-0.75115,-0.87744,-0.881946,-0.892787,-1.91051,-2.69369,-2.69424,-2.56977,-2.27852,-1.88497,-1.61486,-1.4146,-0.855688,-0.123243,0.316946,1.63049,1.77444,1.02576,0.641175,0.511942,0.600962,0.903865,1.03832,0.832119,-0.363973,-1.54237,-2.00784,-1.67661,-0.156648,0.174572,0.0926287,-0.1975,-0.455932,-0.399035,2.11662,2.13379,2.10496,1.98937,1.83469,1.6584,1.10938,-0.38246,-0.779317,0.359084,0.668294,0.850195,1.37762,2.16288,2.48453,-1.83787,-2.17861,-2.36884,-1.09985,-0.58333,-1.03868,-1.658,-1.87416,-1.68719,0.962202,0.904738,1.14768,1.82109,1.1192,-0.440955,-1.80147,-2.41214,-2.77594,-2.99514,3.11546,2.57084,1.20957,0.960225,1.18059,1.79115,2.38661,2.51565,2.07638,0.768396,0.0191951,-0.539704,-1.18044,-1.43751,-1.25142,-1.29675,-1.27018,-1.15028,-1.19248,-1.17807,-1.03899,1.73128,1.9288,1.50514,1.06364,0.253837,-1.06975,-1.36143,-1.38854,-1.38538,-1.68427,-3.02986,2.82737,2.61574,2.46367,2.2895,2.31571,2.65204,2.78912,2.30975,2.15353,-2.73609,-2.33736,-2.3002,-2.07249,-1.60998,-1.27961,-1.17502,-1.36217,-1.51437,-1.70727,-2.2498,-2.89362,2.87098,2.52017,2.13421,0.492806,-1.03264,-2.232,-2.87953,-3.00445,-1.65981,-0.688859,-0.813581,-1.16245,-1.39002,-0.268446,0.452329,0.0934922,-1.25937,-2.6822,-3.07687,2.9448,2.78937,2.59022,2.3448,2.56828,3.02917,-2.87236,-2.57518,-2.35883,-2.00126
2.84024,0.510428,0.226307,1.80552,2.64705,0.147177,0.0691003,-0.0191494,-0.170593,-0.499519,-1.2976,-2.38502,3.09203,2.57241,2.25801,2.36879,2.71738,2.18073,1.38405,0.592653,-0.245333,-1.07247,-1.68032,-2.07195,0.279751,-0.393314,-1.18901,-1.91072,-2.40236,-2.76053,-3.07267,3.0624,-2.8861,-0.60354,-0.0838127,0.0749048,-0.0144578,-0.33099,-0.649818,-0.759734,-0.829341,-0.932061,-1.9368,-2.67329,-2.686,-2.56523,-2.27664,-1.8853,-1.61482,-1.41142,-0.849489,-0.126619,0.301006,1.63008,1.78246,1.0319,0.646636,0.521729,0.609879,0.897081,1.0347,0.846274,-0.357736,-1.51357,-1.993,-1.65693,-0.16514,0.158778,0.0892631,-0.188945,-0.448589,-0.396054,2.12111,2.13611,2.10467,1.99022,1.8435,1.6756,1.14461,-0.412856,-0.816041,0.348501,0.667128,0.850906,1.3874,2.18617,2.53289,-1.83932,-2.19959,-2.40281,-1.11455,-0.580062,-1.06859,-1.67948,-1.8679,-1.62312,0.975339,0.937894,1.19483,1.83529,1.13045,-0.349927,-1.86133,-2.44689,-2.78993,-3.01053,3.06615,2.43319,1.20631,0.961438,1.13873,1.72731,2.38091,2.52791,2.08899,0.781078,0.0266372,-0.526104,-1.16661,-1.41066,-1.22675,-1.29253,-1.35739,-1.2271,-1.23184,-1.19323,-1.04376,1.45539,1.89849,1.5102,1.13936,0.392495,-1.17202,-1.40352,-1.40063,-1.37926,-1.65525,-2.98038,2.85333,2.64263,2.51197,2.35215,2.34589,2.64528,2.80408,2.35181,2.1421,-2.72912,-2.34339,-2.32091,-2.05128,-1.58269,-1.2644,-1.16749,-1.38079,-1.56087,-1.70526,-2.28351,-3.02212,2.79654,2.51368,2.2547,0.544217,-0.969008,-2.39983,-2.96462,-3.0819,-1.88849,-0.672165,-0.802152,-1.10256,-1.4065,-0.0559516,0.696832,0.210868,-1.58703,-2.76637,3.09937,2.90238,2.85054,2.78346,2.45434,2.7085,-2.97585,-2.73072,-2.5752,-2.45077,-2.15404
0.3366,-0.941058,-2.56153,2.39804,2.64371,0.147019,0.0688097,-0.0191731,-0.170517,-0.499185,-1.29717,-2.38398,3.09327,2.57405,2.26056,2.37196,2.71694,2.17773,1.37775,0.590965,-0.231057,-1.06551,-1.71495,-2.40289,0.352516,-0.338459,-1.14972,-1.88047,-2.36131,-2.70994,-3.04072,3.04689,-2.68156,-0.271936,0.0384175,0.185579,0.0929466,-0.211073,-0.55454,-0.738313,-0.842867,-0.970448,-1.94851,-2.6722,-2.68972,-2.56958,-2.28099,-1.88873,-1.61673,-1.41205,-0.854219,-0.135586,0.289598,1.64732,1.78282,1.03017,0.64728,0.522261,0.614538,0.9053,1.03767,0.846138,-0.286894,-1.49451,-1.9938,-1.63352,-0.153733,0.15807,0.0865107,-0.192356,-0.454581,-0.421966,2.12318,2.12966,2.0965,1.98502,1.84553,1.68515,1.1575,-0.416596,-0.835693,0.349327,0.664067,0.843081,1.37448,2.20546,2.60828,-1.89954,-2.22343,-2.42211,-1.12569,-0.59755,-1.07115,-1.67167,-1.86051,-1.51128,0.926319,0.918392,1.24506,1.87634,1.15823,-0.393707,-1.86555,-2.44056,-2.78159,-2.99801,3.07866,2.45663,1.23685,0.95544,1.1352,1.72481,2.38666,2.52011,2.08829,0.8044,0.0378395,-0.514155,-1.15678,-1.43659,-1.26796,-1.31497,-1.37396,-1.29076,-1.28657,-1.23566,-1.07519,1.52993,1.89633,1.54451,1.17302,0.354908,-1.2129,-1.4124,-1.40238,-1.39346,-1.72288,-2.97402,2.8871,2.63231,2.47862,2.36561,2.37239,2.68285,2.86312,2.42054,2.13346,-2.55924,-2.27568,-2.28893,-2.03949,-1.54213,-1.22403,-1.13968,-1.33766,-1.50981,-1.66026,-2.3136,-3.05937,2.77598,2.5533,2.30812,0.684477,-1.02304,-2.3817,-3.03373,3.08504,-1.76804,-0.46469,-0.684755,-1.0703,-1.28755,-0.0497687,0.65285,0.292839,-1.25995,-2.77073,3.09142,2.9249,2.92706,2.82909,2.30855,2.69843,-3.05006,-2.85407,-2.6544,-2.39833,-1.90099
-0.115307,0.515419,0.801355,2.63238,2.65097,0.144487,0.0632316,-0.0241411,-0.17544,-0.503891,-1.29994,-2.38594,3.09097,2.57127,2.25935,2.37182,2.7133,2.17537,1.37193,0.584142,-0.22977,-1.05982,-1.71359,-2.43938,0.3875,-0.310432,-1.12767,-1.86948,-2.3511,-2.69865,-3.0469,2.99286,-0.112492,-0.0897063,0.107692,0.257762,0.172582,-0.153335,-0.501173,-0.699694,-0.798077,-0.922401,-1.9322,-2.67078,-2.69161,-2.57136,-2.28336,-1.89452,-1.62124,-1.41244,-0.862748,-0.148372,0.288751,1.65564,1.78744,1.02747,0.642515,0.51818,0.610001,0.893467,1.01952,0.82384,-0.318222,-1.46469,-1.96451,-1.61962,-0.16151,0.15728,0.090752,-0.197143,-0.467206,-0.430133,2.12162,2.12576,2.08878,1.97648,1.83993,1.69025,1.18336,-0.440011,-0.885835,0.323236,0.663775,0.841711,1.37256,2.22321,2.69813,-1.91373,-2.22357,-2.40069,-1.12582,-0.59185,-1.07326,-1.68789,-1.87038,-1.44292,0.906856,0.904803,1.21452,1.82082,1.17088,-0.378252,-1.85806,-2.43391,-2.76901,-2.98994,3.08726,2.49112,1.24547,0.969472,1.13049,1.67243,2.36429,2.51942,2.09136,0.761576,0.00104233,-0.548367,-1.18277,-1.46301,-1.27833,-1.2875,-1.21178,-1.15773,-1.25652,-1.22898,-1.07831,1.95764,1.96603,1.55798,1.17675,0.397502,-1.29416,-1.44378,-1.42545,-1.41379,-1.67286,-2.88218,2.9511,2.69228,2.53116,2.37293,2.33858,2.68366,2.81135,2.35208,2.14695,-2.51596,-2.27206,-2.2603,-1.963,-1.50114,-1.21251,-1.17677,-1.43512,-1.51365,-1.6134,-2.36939,-3.12771,2.74249,2.46482,2.16485,0.678572,-0.994437,-2.47057,-3.00968,3.00638,-1.62772,-0.447595,-0.628586,-1.01793,-1.37518,-0.143581,0.654585,0.210225,-1.72433,-2.92419,3.03852,2.88875,2.82042,2.67692,2.52536,2.778,-3.05753,-2.77813,-2.52219,-2.27935,-1.77552
0.651084,0.772438,-1.81448,-2.87808,2.59268,0.152846,0.0655885,-0.0221771,-0.173312,-0.501435,-1.29699,-2.38352,3.09349,2.57454,2.26203,2.37546,2.72216,2.18016,1.37211,0.582832,-0.230522,-1.06323,-1.71785,-2.42532,0.38555,-0.304283,-1.1129,-1.85631,-2.33881,-2.68728,-3.04927,2.91569,0.69958,0.0140636,0.194301,0.336647,0.226143,-0.106449,-0.46168,-0.663202,-0.779941,-0.90878,-1.90577,-2.66026,-2.68742,-2.5682,-2.27961,-1.89075,-1.61933,-1.41509,-0.873399,-0.150268,0.289363,1.68183,1.79768,1.03008,0.644705,0.523499,0.619112,0.903492,1.03152,0.845869,-0.245334,-1.45655,-1.96116,-1.59172,-0.141344,0.16237,0.0896592,-0.197238,-0.465058,-0.427706,2.12485,2.13043,2.09506,1.98348,1.8427,1.68418,1.17203,-0.444844,-0.86435,0.327163,0.651504,0.833519,1.37948,2.21824,2.73377,-1.90247,-2.21862,-2.40578,-1.09982,-0.584217,-1.06263,-1.67418,-1.83192,-1.12496,0.876169,0.886891,1.20942,1.85223,1.23006,-0.369794,-1.8718,-2.44838,-2.7753,-2.98083,3.09417,2.50066,1.21608,0.955328,1.13432,1.68133,2.40798,2.58343,2.16763,0.77943,0.00649699,-0.531551,-1.16521,-1.42848,-1.21972,-1.23187,-1.26125,-1.21815,-1.26365,-1.2338,-1.09693,2.10986,1.95177,1.52411,1.13618,0.374675,-1.28551,-1.47648,-1.45316,-1.42384,-1.67975,-2.8229,2.96731,2.69238,2.51772,2.36335,2.35198,2.64556,2.79278,2.34147,2.04756,-2.62194,-2.28207,-2.29549,-2.021,-1.50828,-1.24297,-1.20936,-1.40262,-1.47386,-1.60946,-2.31793,-3.1361,2.6912,2.44368,2.19842,0.479528,-1.02907,-2.52684,-3.03471,3.10695,-1.51878,-0.407133,-0.718371,-1.09166,-1.40684,-0.935209,0.624,0.186844,-1.46235,-2.8799,3.04055,2.85313,2.83988,2.88069,2.55849,2.81302,-2.99646,-2.76729,-2.56223,-2.3537,-1.86845
-1.35059,-0.585147,-1.95026,-3.04553,2.66437,0.131803,0.0564467,-0.0310452,-0.184035,-0.51395,-1.30567,-2.39048,3.08523,2.56472,2.25164,2.36554,2.72003,2.17544,1.36064,0.566357,-0.247749,-1.07305,-1.72361,-2.38082,0.354807,-0.327909,-1.13104,-1.87191,-2.35535,-2.70921,-3.0734,2.88114,0.77875,0.0829245,0.239636,0.386499,0.258948,-0.107493,-0.451593,-0.676154,-0.841179,-0.948239,-1.88617,-2.66565,-2.69405,-2.57339,-2.28499,-1.89733,-1.63077,-1.43386,-0.88967,-0.155733,0.291061,1.66928,1.77968,1.01654,0.634187,0.514831,0.612579,0.902422,1.03459,0.854962,-0.19659,-1.43188,-1.97303,-1.61072,-0.130183,0.165711,0.0859721,-0.206551,-0.47242,-0.415383,2.10697,2.11972,2.08385,1.96884,1.83533,1.68284,1.18016,-0.452944,-0.884254,0.283523,0.625588,0.816129,1.36323,2.22347,2.70682,-1.92159,-2.23803,-2.41668,-1.1476,-0.607431,-1.07228,-1.67857,-1.82271,-1.00857,0.867977,0.884398,1.1793,1.82403,1.20982,-0.323596,-1.91277,-2.47403,-2.80451,-3.01139,3.06439,2.42303,1.26049,0.9739,1.11492,1.66699,2.41441,2.58776,2.14487,0.753212,0.00460919,-0.517395,-1.12893,-1.36106,-1.14364,-1.14823,-1.2268,-1.22221,-1.28,-1.24849,-1.08483,1.79357,1.92496,1.53781,1.13305,0.203015,-1.23929,-1.42172,-1.41169,-1.39017,-1.64656,-2.92676,2.8403,2.59892,2.47014,2.3865,2.39589,2.66046,2.78459,2.39862,2.21985,-2.49944,-2.23743,-2.26703,-1.98424,-1.46071,-1.21317,-1.26974,-1.48863,-1.54317,-1.71442,-2.44077,-3.11856,2.78563,2.53989,2.26071,0.645484,-1.00485,-2.45458,-3.02798,3.05341,-0.434488,-0.311042,-0.60616,-1.10256,-1.48932,-1.09937,0.707208,0.151777,-1.59055,-2.83043,3.13888,3.03353,3.00424,2.71617,2.50906,2.84449,-3.0038,-2.80084,-2.59164,-2.41401,-1.95521
